UKCP Local derived uplifts for 2050, 100y RL, 1hr Pr OSGB-1936/EPSG:27700
"easting","northing","Uplift_50","Uplift_95"
437500,437500,20,35
442500,437500,20,35
447500,437500,20,35
452500,437500,20,35
457500,437500,20,35
462500,437500,20,35
467500,437500,20,35
472500,437500,20,35
477500,437500,20,40
482500,437500,20,40
487500,437500,20,40
492500,437500,20,35
497500,437500,20,40
502500,437500,20,40
507500,437500,20,40
512500,437500,20,40
517500,437500,20,40
522500,437500,20,40
527500,437500,20,40
332500,442500,25,40
337500,442500,25,40
342500,442500,25,40
347500,442500,25,40
352500,442500,25,40
357500,442500,25,40
362500,442500,25,45
367500,442500,25,40
372500,442500,25,40
377500,442500,25,40
382500,442500,25,40
387500,442500,25,40
392500,442500,25,40
397500,442500,20,40
402500,442500,20,40
407500,442500,20,35
412500,442500,20,35
417500,442500,20,35
422500,442500,20,35
427500,442500,20,35
432500,442500,20,35
437500,442500,20,35
442500,442500,20,35
447500,442500,20,35
452500,442500,20,35
457500,442500,20,35
462500,442500,20,35
467500,442500,20,35
472500,442500,20,40
477500,442500,20,40
482500,442500,20,35
487500,442500,20,40
492500,442500,20,40
497500,442500,20,40
502500,442500,20,40
507500,442500,20,40
512500,442500,20,40
517500,442500,20,40
522500,442500,20,40
332500,447500,25,40
337500,447500,25,40
342500,447500,25,40
347500,447500,25,40
352500,447500,25,40
357500,447500,25,45
362500,447500,25,45
367500,447500,25,45
372500,447500,25,40
377500,447500,25,40
382500,447500,25,40
387500,447500,25,40
392500,447500,20,40
397500,447500,20,40
402500,447500,20,35
407500,447500,20,35
412500,447500,20,35
417500,447500,20,35
422500,447500,20,35
427500,447500,20,35
432500,447500,20,35
437500,447500,20,35
442500,447500,20,35
447500,447500,20,35
452500,447500,20,35
457500,447500,20,35
462500,447500,20,35
467500,447500,20,40
472500,447500,20,35
477500,447500,20,35
482500,447500,20,35
487500,447500,20,40
492500,447500,20,40
497500,447500,20,40
502500,447500,20,40
507500,447500,20,40
512500,447500,20,40
517500,447500,20,40
522500,447500,20,40
342500,452500,25,40
347500,452500,25,40
352500,452500,25,40
357500,452500,25,45
362500,452500,25,45
367500,452500,25,45
372500,452500,25,40
377500,452500,25,40
382500,452500,25,40
387500,452500,25,40
392500,452500,20,40
397500,452500,20,35
402500,452500,20,35
407500,452500,20,35
412500,452500,20,35
417500,452500,20,35
422500,452500,20,35
427500,452500,20,35
432500,452500,20,35
437500,452500,20,35
442500,452500,20,35
447500,452500,20,35
452500,452500,20,35
457500,452500,20,35
462500,452500,20,35
467500,452500,20,35
472500,452500,20,35
477500,452500,20,35
482500,452500,20,40
487500,452500,20,40
492500,452500,20,40
497500,452500,20,40
502500,452500,20,40
507500,452500,20,40
512500,452500,20,40
517500,452500,20,40
342500,457500,25,40
347500,457500,25,40
352500,457500,25,40
357500,457500,25,45
362500,457500,25,45
367500,457500,25,45
372500,457500,25,45
377500,457500,25,40
382500,457500,25,40
387500,457500,25,40
392500,457500,25,40
397500,457500,25,40
402500,457500,25,40
407500,457500,20,40
412500,457500,20,40
417500,457500,20,35
422500,457500,20,35
427500,457500,20,35
432500,457500,20,35
437500,457500,20,35
442500,457500,20,35
447500,457500,20,35
452500,457500,20,35
457500,457500,20,35
462500,457500,20,35
467500,457500,20,35
472500,457500,20,35
477500,457500,20,35
482500,457500,20,40
487500,457500,20,40
492500,457500,20,40
497500,457500,20,40
502500,457500,20,40
507500,457500,20,40
512500,457500,20,40
517500,457500,20,40
342500,462500,25,40
347500,462500,25,40
352500,462500,25,40
357500,462500,25,45
362500,462500,25,45
367500,462500,25,45
372500,462500,25,45
377500,462500,25,40
382500,462500,25,40
387500,462500,25,40
392500,462500,25,40
397500,462500,25,40
402500,462500,25,40
407500,462500,20,40
412500,462500,20,40
417500,462500,20,35
422500,462500,20,35
427500,462500,20,35
432500,462500,20,35
437500,462500,20,35
442500,462500,20,35
447500,462500,20,35
452500,462500,20,35
457500,462500,20,35
462500,462500,20,40
467500,462500,20,40
472500,462500,20,40
477500,462500,20,40
482500,462500,20,40
487500,462500,20,40
492500,462500,20,40
497500,462500,20,40
502500,462500,20,40
507500,462500,20,40
512500,462500,20,40
517500,462500,20,40
132500,467500,20,40
217500,467500,25,40
222500,467500,25,40
227500,467500,25,40
317500,467500,25,40
322500,467500,25,40
327500,467500,25,40
347500,467500,25,40
352500,467500,25,40
357500,467500,25,40
362500,467500,25,40
367500,467500,25,40
372500,467500,25,40
377500,467500,25,40
382500,467500,25,40
387500,467500,25,45
392500,467500,25,45
397500,467500,25,40
402500,467500,25,40
407500,467500,25,40
412500,467500,20,40
417500,467500,20,35
422500,467500,20,35
427500,467500,20,35
432500,467500,20,35
437500,467500,20,35
442500,467500,20,35
447500,467500,20,35
452500,467500,20,35
457500,467500,20,35
462500,467500,20,35
467500,467500,20,40
472500,467500,20,40
477500,467500,20,40
482500,467500,20,40
487500,467500,20,40
492500,467500,20,40
497500,467500,20,40
502500,467500,20,40
507500,467500,20,40
512500,467500,20,40
517500,467500,20,40
522500,467500,20,40
97500,472500,20,40
102500,472500,20,40
127500,472500,20,40
132500,472500,25,40
137500,472500,20,40
142500,472500,20,40
222500,472500,25,40
227500,472500,25,40
232500,472500,25,40
237500,472500,25,40
317500,472500,25,40
322500,472500,25,40
327500,472500,25,40
337500,472500,25,40
347500,472500,25,40
352500,472500,25,40
357500,472500,25,40
362500,472500,25,40
367500,472500,25,40
372500,472500,25,40
377500,472500,25,45
382500,472500,25,45
387500,472500,25,45
392500,472500,25,45
397500,472500,25,40
402500,472500,25,40
407500,472500,25,40
412500,472500,20,40
417500,472500,20,35
422500,472500,20,35
427500,472500,20,35
432500,472500,20,35
437500,472500,20,35
442500,472500,20,35
447500,472500,20,35
452500,472500,20,35
457500,472500,20,35
462500,472500,20,40
467500,472500,20,40
472500,472500,20,40
477500,472500,20,40
482500,472500,20,40
487500,472500,20,40
492500,472500,20,40
497500,472500,20,40
502500,472500,20,40
507500,472500,20,40
512500,472500,20,40
517500,472500,20,40
522500,472500,20,40
97500,477500,20,40
102500,477500,20,40
107500,477500,20,40
112500,477500,20,40
117500,477500,20,40
122500,477500,20,40
127500,477500,20,40
132500,477500,25,40
137500,477500,25,40
142500,477500,25,40
222500,477500,25,40
227500,477500,25,40
232500,477500,25,40
237500,477500,25,40
242500,477500,25,40
317500,477500,25,40
322500,477500,25,40
327500,477500,25,40
332500,477500,25,40
337500,477500,25,40
342500,477500,25,40
347500,477500,25,40
352500,477500,25,40
357500,477500,25,40
362500,477500,25,40
367500,477500,25,45
372500,477500,25,45
377500,477500,25,45
382500,477500,25,45
387500,477500,25,45
392500,477500,25,40
397500,477500,25,40
402500,477500,25,40
407500,477500,20,40
412500,477500,20,40
417500,477500,20,35
422500,477500,20,35
427500,477500,20,35
432500,477500,20,35
437500,477500,20,35
442500,477500,20,35
447500,477500,20,35
452500,477500,20,35
457500,477500,20,40
462500,477500,20,40
467500,477500,20,40
472500,477500,20,40
477500,477500,20,40
482500,477500,20,40
487500,477500,20,40
492500,477500,20,40
497500,477500,20,40
502500,477500,20,40
507500,477500,20,40
512500,477500,20,40
97500,482500,20,40
102500,482500,20,40
107500,482500,20,40
112500,482500,20,40
117500,482500,20,40
122500,482500,20,40
127500,482500,20,40
132500,482500,25,40
137500,482500,25,40
142500,482500,25,45
147500,482500,25,45
222500,482500,25,40
227500,482500,25,40
232500,482500,25,40
237500,482500,25,40
242500,482500,25,40
312500,482500,25,40
317500,482500,25,40
322500,482500,25,40
327500,482500,25,45
332500,482500,25,40
337500,482500,25,40
342500,482500,25,40
347500,482500,25,40
352500,482500,25,40
357500,482500,25,40
362500,482500,25,40
367500,482500,25,45
372500,482500,25,45
377500,482500,25,45
382500,482500,25,45
387500,482500,25,45
392500,482500,25,40
397500,482500,25,40
402500,482500,25,40
407500,482500,20,40
412500,482500,20,35
417500,482500,20,35
422500,482500,20,35
427500,482500,20,35
432500,482500,20,35
437500,482500,20,35
442500,482500,20,35
447500,482500,20,35
452500,482500,20,35
457500,482500,20,40
462500,482500,20,35
467500,482500,20,35
472500,482500,20,40
477500,482500,20,40
482500,482500,20,40
487500,482500,20,40
492500,482500,20,40
497500,482500,20,40
502500,482500,20,40
507500,482500,20,40
512500,482500,20,40
37500,487500,25,45
42500,487500,20,45
47500,487500,20,45
52500,487500,20,45
97500,487500,20,40
102500,487500,20,40
107500,487500,20,40
112500,487500,20,40
117500,487500,20,40
122500,487500,20,40
127500,487500,20,40
132500,487500,20,40
137500,487500,20,40
142500,487500,25,40
147500,487500,25,40
227500,487500,25,40
232500,487500,25,40
237500,487500,25,40
242500,487500,25,45
247500,487500,25,40
307500,487500,25,40
312500,487500,25,40
317500,487500,25,45
322500,487500,25,45
327500,487500,25,45
332500,487500,25,40
337500,487500,25,40
342500,487500,25,40
347500,487500,25,40
352500,487500,25,40
357500,487500,25,40
362500,487500,25,40
367500,487500,25,45
372500,487500,25,45
377500,487500,25,45
382500,487500,25,45
387500,487500,25,40
392500,487500,25,40
397500,487500,25,40
402500,487500,20,40
407500,487500,20,35
412500,487500,20,35
417500,487500,20,35
422500,487500,20,35
427500,487500,20,35
432500,487500,20,35
437500,487500,20,35
442500,487500,20,35
447500,487500,20,35
452500,487500,20,35
457500,487500,20,40
462500,487500,20,40
467500,487500,20,40
472500,487500,20,35
477500,487500,20,40
482500,487500,20,40
487500,487500,20,40
492500,487500,20,40
497500,487500,20,40
502500,487500,20,40
32500,492500,25,45
37500,492500,20,45
42500,492500,20,45
47500,492500,20,45
52500,492500,25,45
57500,492500,25,45
87500,492500,20,40
92500,492500,20,40
97500,492500,20,40
102500,492500,20,40
107500,492500,20,40
112500,492500,20,40
117500,492500,20,40
122500,492500,20,40
127500,492500,20,40
132500,492500,20,40
137500,492500,20,40
142500,492500,20,40
147500,492500,20,40
152500,492500,20,40
157500,492500,20,40
162500,492500,20,40
232500,492500,25,40
237500,492500,25,40
242500,492500,25,40
247500,492500,25,40
307500,492500,25,40
312500,492500,25,40
317500,492500,25,45
322500,492500,25,45
327500,492500,25,45
332500,492500,25,45
337500,492500,25,45
342500,492500,25,40
347500,492500,25,40
352500,492500,25,40
357500,492500,25,40
362500,492500,25,40
367500,492500,25,40
372500,492500,25,45
377500,492500,25,45
382500,492500,25,45
387500,492500,25,40
392500,492500,25,40
397500,492500,25,40
402500,492500,25,40
407500,492500,20,35
412500,492500,20,35
417500,492500,20,35
422500,492500,20,35
427500,492500,20,35
432500,492500,20,35
437500,492500,20,35
442500,492500,20,35
447500,492500,20,35
452500,492500,20,40
457500,492500,20,40
462500,492500,20,40
467500,492500,20,40
472500,492500,20,40
477500,492500,20,40
482500,492500,20,40
487500,492500,20,40
492500,492500,20,40
497500,492500,20,40
502500,492500,20,40
22500,497500,25,45
27500,497500,25,45
32500,497500,25,45
37500,497500,20,45
42500,497500,25,45
47500,497500,25,45
52500,497500,25,45
57500,497500,25,45
62500,497500,25,45
87500,497500,20,40
92500,497500,20,40
97500,497500,20,40
102500,497500,20,40
107500,497500,20,40
112500,497500,20,40
117500,497500,20,40
122500,497500,20,40
127500,497500,20,40
132500,497500,20,40
137500,497500,20,40
142500,497500,20,40
147500,497500,20,40
152500,497500,20,40
157500,497500,20,40
162500,497500,20,40
167500,497500,20,40
237500,497500,25,40
242500,497500,25,40
307500,497500,25,40
312500,497500,25,40
317500,497500,25,45
322500,497500,25,50
327500,497500,30,50
332500,497500,25,50
337500,497500,25,45
342500,497500,25,40
347500,497500,25,40
352500,497500,25,40
357500,497500,25,40
362500,497500,25,45
367500,497500,25,45
372500,497500,25,45
377500,497500,25,45
382500,497500,25,45
387500,497500,25,45
392500,497500,25,40
397500,497500,25,40
402500,497500,25,40
407500,497500,20,35
412500,497500,20,35
417500,497500,20,35
422500,497500,20,35
427500,497500,20,35
432500,497500,20,35
437500,497500,20,35
442500,497500,20,35
447500,497500,20,35
452500,497500,20,35
457500,497500,20,40
462500,497500,20,40
467500,497500,20,40
472500,497500,20,40
477500,497500,20,40
482500,497500,20,40
487500,497500,20,40
492500,497500,20,40
497500,497500,20,40
17500,502500,25,45
22500,502500,25,45
27500,502500,25,45
32500,502500,25,45
37500,502500,25,45
42500,502500,25,45
47500,502500,25,45
52500,502500,25,45
57500,502500,25,45
87500,502500,20,40
92500,502500,20,40
97500,502500,20,40
102500,502500,20,40
107500,502500,20,40
112500,502500,20,40
117500,502500,20,40
122500,502500,20,40
127500,502500,20,40
132500,502500,20,40
137500,502500,20,40
142500,502500,25,40
147500,502500,20,40
152500,502500,20,40
157500,502500,20,40
162500,502500,20,40
167500,502500,20,40
172500,502500,20,40
237500,502500,25,40
242500,502500,25,40
247500,502500,25,40
302500,502500,25,40
307500,502500,25,40
312500,502500,25,45
317500,502500,25,45
322500,502500,30,50
327500,502500,30,55
332500,502500,25,50
337500,502500,25,45
342500,502500,25,45
347500,502500,25,45
352500,502500,25,45
357500,502500,25,45
362500,502500,25,45
367500,502500,25,45
372500,502500,25,40
377500,502500,25,40
382500,502500,25,40
387500,502500,25,40
392500,502500,25,40
397500,502500,25,40
402500,502500,20,40
407500,502500,20,35
412500,502500,20,35
417500,502500,20,35
422500,502500,20,35
427500,502500,20,35
432500,502500,20,35
437500,502500,20,35
442500,502500,20,40
447500,502500,20,35
452500,502500,20,35
457500,502500,20,35
462500,502500,20,40
467500,502500,20,40
472500,502500,20,40
477500,502500,20,40
482500,502500,20,40
487500,502500,20,40
492500,502500,20,40
497500,502500,20,40
17500,507500,25,45
22500,507500,25,45
27500,507500,25,45
32500,507500,25,45
37500,507500,25,45
42500,507500,25,45
47500,507500,25,45
52500,507500,25,45
57500,507500,25,45
62500,507500,25,45
82500,507500,25,40
87500,507500,20,40
92500,507500,20,40
97500,507500,20,40
102500,507500,20,40
107500,507500,20,40
112500,507500,20,40
117500,507500,20,40
122500,507500,20,40
127500,507500,20,40
132500,507500,20,40
137500,507500,20,40
142500,507500,20,40
147500,507500,20,40
152500,507500,20,40
157500,507500,20,40
162500,507500,20,40
167500,507500,20,40
172500,507500,20,40
297500,507500,25,40
302500,507500,25,40
307500,507500,25,45
312500,507500,30,50
317500,507500,30,55
322500,507500,30,55
327500,507500,30,55
332500,507500,25,50
337500,507500,25,45
342500,507500,25,50
347500,507500,25,50
352500,507500,25,50
357500,507500,25,45
362500,507500,25,40
367500,507500,25,40
372500,507500,25,40
377500,507500,25,40
382500,507500,25,40
387500,507500,25,40
392500,507500,25,40
397500,507500,25,40
402500,507500,20,40
407500,507500,20,35
412500,507500,20,35
417500,507500,20,35
422500,507500,20,35
427500,507500,20,35
432500,507500,20,35
437500,507500,20,35
442500,507500,20,35
447500,507500,20,35
452500,507500,20,35
457500,507500,20,35
462500,507500,20,40
467500,507500,20,40
472500,507500,20,40
477500,507500,20,40
482500,507500,20,40
487500,507500,20,40
492500,507500,20,40
12500,512500,25,45
17500,512500,25,45
22500,512500,25,45
27500,512500,25,45
32500,512500,25,45
37500,512500,25,45
42500,512500,25,45
47500,512500,25,45
52500,512500,25,45
57500,512500,25,45
62500,512500,25,45
67500,512500,25,40
77500,512500,25,40
82500,512500,25,40
87500,512500,25,40
92500,512500,25,40
97500,512500,20,40
102500,512500,20,40
107500,512500,20,40
112500,512500,20,40
117500,512500,20,40
122500,512500,20,40
127500,512500,25,40
132500,512500,20,40
137500,512500,25,40
142500,512500,25,40
147500,512500,25,40
152500,512500,25,40
157500,512500,25,40
162500,512500,20,40
167500,512500,20,40
172500,512500,20,40
297500,512500,25,40
302500,512500,25,40
307500,512500,25,45
312500,512500,30,50
317500,512500,30,55
322500,512500,30,55
327500,512500,25,50
332500,512500,25,50
337500,512500,25,50
342500,512500,25,50
347500,512500,25,50
352500,512500,25,45
357500,512500,25,40
362500,512500,25,40
367500,512500,25,40
372500,512500,25,40
377500,512500,25,40
382500,512500,25,40
387500,512500,25,40
392500,512500,25,40
397500,512500,25,40
402500,512500,20,40
407500,512500,20,35
412500,512500,20,35
417500,512500,20,35
422500,512500,20,35
427500,512500,20,35
432500,512500,20,35
437500,512500,20,35
442500,512500,20,40
447500,512500,20,35
452500,512500,20,35
457500,512500,20,35
462500,512500,20,35
467500,512500,20,40
472500,512500,20,40
477500,512500,20,40
482500,512500,20,40
487500,512500,20,40
7500,517500,25,45
12500,517500,25,45
17500,517500,25,45
22500,517500,25,45
27500,517500,25,45
32500,517500,25,45
37500,517500,25,45
42500,517500,25,45
47500,517500,25,45
52500,517500,25,45
57500,517500,25,45
62500,517500,25,45
67500,517500,25,45
72500,517500,25,40
77500,517500,25,40
82500,517500,25,40
87500,517500,25,40
92500,517500,25,40
97500,517500,25,40
102500,517500,25,40
107500,517500,20,40
112500,517500,20,40
117500,517500,25,40
122500,517500,20,40
127500,517500,25,40
132500,517500,25,40
137500,517500,25,40
142500,517500,25,40
147500,517500,25,40
152500,517500,25,40
157500,517500,25,40
162500,517500,25,40
172500,517500,25,40
177500,517500,25,40
297500,517500,25,40
302500,517500,25,40
307500,517500,25,45
312500,517500,25,45
317500,517500,25,45
322500,517500,25,45
327500,517500,25,45
332500,517500,25,45
337500,517500,25,45
342500,517500,25,45
347500,517500,25,40
352500,517500,25,40
357500,517500,25,40
362500,517500,25,40
367500,517500,25,40
372500,517500,25,40
377500,517500,25,40
382500,517500,25,40
387500,517500,25,40
392500,517500,25,40
397500,517500,25,40
402500,517500,20,35
407500,517500,20,35
412500,517500,20,35
417500,517500,20,35
422500,517500,20,35
427500,517500,20,40
432500,517500,20,40
437500,517500,20,40
442500,517500,20,40
447500,517500,20,40
452500,517500,20,40
457500,517500,20,35
462500,517500,20,35
467500,517500,20,40
472500,517500,20,40
477500,517500,20,40
2500,522500,25,45
7500,522500,25,45
12500,522500,25,45
17500,522500,25,45
22500,522500,25,45
27500,522500,25,45
32500,522500,25,45
37500,522500,25,45
42500,522500,25,45
47500,522500,25,45
52500,522500,25,45
57500,522500,25,45
62500,522500,25,45
67500,522500,25,40
72500,522500,25,45
77500,522500,25,40
82500,522500,25,40
87500,522500,25,40
92500,522500,25,40
97500,522500,25,40
102500,522500,25,40
107500,522500,25,40
112500,522500,20,40
117500,522500,20,40
122500,522500,25,40
127500,522500,25,40
132500,522500,25,40
137500,522500,25,40
142500,522500,25,40
147500,522500,25,40
152500,522500,25,40
157500,522500,25,40
162500,522500,25,40
167500,522500,25,40
172500,522500,25,40
297500,522500,25,40
302500,522500,25,40
307500,522500,25,40
312500,522500,25,40
317500,522500,25,45
322500,522500,25,45
327500,522500,25,40
332500,522500,25,40
337500,522500,25,40
342500,522500,25,40
347500,522500,25,40
352500,522500,25,40
357500,522500,25,40
362500,522500,25,40
367500,522500,25,40
372500,522500,25,40
377500,522500,25,40
382500,522500,25,45
387500,522500,25,40
392500,522500,25,40
397500,522500,25,40
402500,522500,20,35
407500,522500,20,35
412500,522500,20,35
417500,522500,20,35
422500,522500,20,35
427500,522500,20,35
432500,522500,20,40
437500,522500,20,35
442500,522500,20,40
447500,522500,20,40
452500,522500,20,40
457500,522500,20,40
462500,522500,20,40
467500,522500,20,40
7500,527500,25,45
12500,527500,25,45
17500,527500,25,45
22500,527500,25,45
27500,527500,25,45
32500,527500,25,45
37500,527500,25,45
42500,527500,25,45
47500,527500,25,45
52500,527500,25,45
57500,527500,25,45
62500,527500,25,45
67500,527500,25,40
72500,527500,25,40
77500,527500,25,40
82500,527500,25,40
87500,527500,25,40
92500,527500,25,40
97500,527500,25,40
102500,527500,25,40
107500,527500,25,40
112500,527500,20,40
117500,527500,25,40
122500,527500,25,40
127500,527500,25,40
132500,527500,25,40
137500,527500,25,40
142500,527500,25,40
147500,527500,25,40
152500,527500,25,40
157500,527500,25,40
162500,527500,25,40
167500,527500,25,40
172500,527500,25,40
297500,527500,25,40
302500,527500,25,40
307500,527500,25,40
312500,527500,25,40
317500,527500,25,40
322500,527500,25,40
327500,527500,25,40
332500,527500,25,45
337500,527500,25,40
342500,527500,25,40
347500,527500,25,40
352500,527500,25,40
357500,527500,25,40
362500,527500,25,40
367500,527500,25,40
372500,527500,25,40
377500,527500,25,45
382500,527500,25,45
387500,527500,25,40
392500,527500,25,40
397500,527500,25,40
402500,527500,25,40
407500,527500,20,35
412500,527500,20,35
417500,527500,20,35
422500,527500,20,35
427500,527500,20,35
432500,527500,20,35
437500,527500,20,35
442500,527500,20,40
447500,527500,20,40
452500,527500,20,40
22500,532500,25,45
27500,532500,25,45
32500,532500,25,45
37500,532500,25,45
42500,532500,25,45
47500,532500,25,45
52500,532500,25,45
57500,532500,25,45
62500,532500,25,45
67500,532500,25,45
72500,532500,25,45
77500,532500,25,40
82500,532500,25,40
87500,532500,25,40
92500,532500,25,40
97500,532500,25,40
102500,532500,25,40
107500,532500,25,40
112500,532500,25,40
117500,532500,25,40
122500,532500,25,40
127500,532500,25,40
132500,532500,25,40
137500,532500,25,40
142500,532500,25,40
147500,532500,25,40
152500,532500,25,40
157500,532500,25,40
162500,532500,25,40
167500,532500,25,40
172500,532500,25,40
212500,532500,25,40
302500,532500,25,40
307500,532500,25,40
312500,532500,25,40
317500,532500,25,40
322500,532500,25,40
327500,532500,25,45
332500,532500,25,45
337500,532500,25,40
342500,532500,25,40
347500,532500,25,40
352500,532500,25,40
357500,532500,25,40
362500,532500,25,40
367500,532500,25,40
372500,532500,25,45
377500,532500,25,45
382500,532500,25,45
387500,532500,25,40
392500,532500,25,40
397500,532500,25,40
402500,532500,25,40
407500,532500,20,35
412500,532500,20,35
417500,532500,20,35
422500,532500,20,35
427500,532500,20,40
432500,532500,20,35
437500,532500,20,35
442500,532500,20,40
447500,532500,20,40
452500,532500,20,40
32500,537500,25,45
37500,537500,25,45
42500,537500,25,45
47500,537500,25,45
52500,537500,25,45
57500,537500,25,45
62500,537500,25,45
67500,537500,25,45
72500,537500,25,45
77500,537500,25,45
82500,537500,25,45
87500,537500,25,40
92500,537500,25,40
97500,537500,25,40
102500,537500,25,40
107500,537500,25,40
112500,537500,25,40
117500,537500,25,40
122500,537500,25,40
127500,537500,25,40
132500,537500,25,40
137500,537500,25,40
142500,537500,25,40
147500,537500,25,40
152500,537500,25,40
157500,537500,25,40
162500,537500,25,40
167500,537500,25,40
212500,537500,25,40
237500,537500,25,40
242500,537500,25,40
247500,537500,25,40
302500,537500,25,40
307500,537500,25,40
312500,537500,25,40
317500,537500,25,40
322500,537500,25,40
327500,537500,25,40
332500,537500,25,40
337500,537500,25,40
342500,537500,25,40
347500,537500,25,40
352500,537500,25,40
357500,537500,25,40
362500,537500,25,40
367500,537500,25,40
372500,537500,25,45
377500,537500,25,45
382500,537500,25,40
387500,537500,25,40
392500,537500,25,40
397500,537500,25,40
402500,537500,20,35
407500,537500,20,35
412500,537500,20,35
417500,537500,20,35
422500,537500,20,40
427500,537500,20,40
432500,537500,20,35
437500,537500,20,40
442500,537500,20,40
447500,537500,20,40
27500,542500,25,45
32500,542500,25,45
37500,542500,25,45
42500,542500,25,45
47500,542500,25,45
52500,542500,25,45
57500,542500,25,45
62500,542500,25,45
67500,542500,25,45
72500,542500,25,45
77500,542500,25,45
82500,542500,25,45
87500,542500,25,40
92500,542500,25,40
97500,542500,25,40
102500,542500,25,40
107500,542500,25,40
112500,542500,25,40
117500,542500,25,40
122500,542500,25,40
127500,542500,25,40
132500,542500,25,40
137500,542500,25,40
142500,542500,25,40
147500,542500,25,40
152500,542500,25,40
207500,542500,25,40
212500,542500,25,40
232500,542500,25,40
237500,542500,25,40
242500,542500,25,40
247500,542500,25,40
272500,542500,25,40
307500,542500,25,40
312500,542500,25,40
317500,542500,25,40
322500,542500,25,40
327500,542500,25,40
332500,542500,25,40
337500,542500,25,40
342500,542500,25,40
347500,542500,25,40
352500,542500,25,40
357500,542500,25,40
362500,542500,25,40
367500,542500,25,40
372500,542500,25,40
377500,542500,25,40
382500,542500,25,40
387500,542500,25,40
392500,542500,25,40
397500,542500,25,40
402500,542500,20,35
407500,542500,20,35
412500,542500,20,35
417500,542500,20,35
422500,542500,20,35
427500,542500,20,40
432500,542500,20,40
437500,542500,20,40
442500,542500,20,40
22500,547500,25,50
27500,547500,25,45
32500,547500,25,45
37500,547500,25,45
42500,547500,25,45
47500,547500,25,45
52500,547500,25,45
57500,547500,25,45
62500,547500,25,45
67500,547500,25,45
72500,547500,25,45
77500,547500,25,45
82500,547500,25,45
87500,547500,25,45
92500,547500,25,45
97500,547500,25,40
102500,547500,25,40
107500,547500,25,40
112500,547500,25,40
117500,547500,25,40
122500,547500,25,40
127500,547500,25,40
132500,547500,25,40
137500,547500,25,40
142500,547500,25,40
147500,547500,25,40
152500,547500,25,40
157500,547500,25,40
207500,547500,25,40
227500,547500,25,40
232500,547500,25,40
237500,547500,25,40
242500,547500,25,40
247500,547500,25,40
262500,547500,25,40
267500,547500,25,40
272500,547500,25,40
277500,547500,25,40
307500,547500,25,40
312500,547500,25,40
317500,547500,25,40
322500,547500,25,40
327500,547500,25,40
332500,547500,25,40
337500,547500,25,40
342500,547500,25,40
347500,547500,25,40
352500,547500,25,40
357500,547500,25,40
362500,547500,25,40
367500,547500,25,40
372500,547500,25,40
377500,547500,25,40
382500,547500,25,40
387500,547500,25,40
392500,547500,25,40
397500,547500,25,40
402500,547500,20,35
407500,547500,20,35
412500,547500,20,35
417500,547500,20,35
422500,547500,20,40
427500,547500,20,40
432500,547500,20,40
437500,547500,20,40
442500,547500,20,40
37500,552500,25,45
42500,552500,25,45
47500,552500,25,45
52500,552500,25,45
57500,552500,25,45
62500,552500,25,45
67500,552500,25,45
72500,552500,25,45
77500,552500,25,45
82500,552500,25,45
87500,552500,25,45
92500,552500,25,45
97500,552500,25,40
102500,552500,25,40
107500,552500,25,40
112500,552500,25,40
117500,552500,25,40
122500,552500,25,40
127500,552500,25,40
132500,552500,25,40
137500,552500,25,40
142500,552500,25,40
147500,552500,25,40
152500,552500,25,40
157500,552500,25,40
162500,552500,25,40
202500,552500,25,40
207500,552500,25,40
212500,552500,25,40
222500,552500,25,40
227500,552500,25,40
232500,552500,25,40
237500,552500,25,40
242500,552500,25,40
252500,552500,25,40
257500,552500,25,40
262500,552500,25,40
267500,552500,25,40
272500,552500,25,40
277500,552500,25,40
282500,552500,25,40
287500,552500,25,40
312500,552500,25,40
317500,552500,25,40
322500,552500,25,40
327500,552500,25,40
332500,552500,25,40
337500,552500,25,40
342500,552500,25,40
347500,552500,25,40
352500,552500,25,40
357500,552500,25,40
362500,552500,25,40
367500,552500,25,40
372500,552500,25,40
377500,552500,25,40
382500,552500,25,40
387500,552500,25,40
392500,552500,25,40
397500,552500,25,35
402500,552500,20,35
407500,552500,20,35
412500,552500,20,40
417500,552500,20,40
422500,552500,20,40
427500,552500,20,40
432500,552500,20,40
437500,552500,20,40
442500,552500,20,40
47500,557500,25,45
52500,557500,25,45
57500,557500,25,45
62500,557500,25,45
67500,557500,25,45
72500,557500,25,45
77500,557500,25,45
82500,557500,25,45
87500,557500,25,45
92500,557500,25,45
97500,557500,25,40
102500,557500,25,40
107500,557500,25,40
112500,557500,25,40
117500,557500,25,40
122500,557500,25,40
127500,557500,25,40
132500,557500,25,40
137500,557500,25,40
142500,557500,25,40
147500,557500,25,40
152500,557500,25,40
157500,557500,25,40
197500,557500,25,40
202500,557500,25,40
207500,557500,25,40
212500,557500,25,40
217500,557500,25,40
222500,557500,25,40
227500,557500,25,40
232500,557500,25,40
237500,557500,25,40
242500,557500,25,40
247500,557500,25,40
252500,557500,25,40
257500,557500,25,45
262500,557500,25,40
267500,557500,25,40
272500,557500,25,40
277500,557500,25,40
282500,557500,25,40
287500,557500,25,40
292500,557500,25,40
297500,557500,25,40
317500,557500,25,40
322500,557500,25,40
327500,557500,25,40
332500,557500,25,40
337500,557500,25,40
342500,557500,25,40
347500,557500,25,40
352500,557500,25,40
